Training the model
Epoch: 1, loss_train: 19270.7101, acc_train: 0.0272, loss_val: 19135.6837, acc_val: 0.0277, time:8.0918
Epoch: 2, loss_train: 190982.7103, acc_train: 0.0567, loss_val: 195169.6603, acc_val: 0.0555, time:8.0759
Epoch: 3, loss_train: 116519.2794, acc_train: 0.0370, loss_val: 118642.2874, acc_val: 0.0304, time:8.2442
Epoch: 4, loss_train: 226469.6893, acc_train: 0.0677, loss_val: 233424.9443, acc_val: 0.0687, time:8.1007
Epoch: 5, loss_train: 61011.6788, acc_train: 0.0725, loss_val: 59688.4712, acc_val: 0.0775, time:8.0810
Epoch: 6, loss_train: 82331.8104, acc_train: 0.0454, loss_val: 78760.5723, acc_val: 0.0493, time:8.3355
Epoch: 7, loss_train: 75622.9456, acc_train: 0.1650, loss_val: 76721.1282, acc_val: 0.1585, time:8.1840
Epoch: 8, loss_train: 83084.9770, acc_train: 0.1153, loss_val: 83548.4562, acc_val: 0.1136, time:8.0702
Epoch: 9, loss_train: 45958.4765, acc_train: 0.0447, loss_val: 46078.2754, acc_val: 0.0357, time:8.0415
Epoch: 10, loss_train: 25674.2984, acc_train: 0.0593, loss_val: 25234.7619, acc_val: 0.0599, time:8.1046
Epoch: 11, loss_train: 3555.3993, acc_train: 0.0813, loss_val: 3355.6862, acc_val: 0.0920, time:8.1220
Epoch: 12, loss_train: 459.3855, acc_train: 0.0579, loss_val: 457.5057, acc_val: 0.0599, time:8.0933
Epoch: 13, loss_train: 334.0170, acc_train: 0.0680, loss_val: 346.3283, acc_val: 0.0616, time:8.1155
Epoch: 14, loss_train: 172.0726, acc_train: 0.0356, loss_val: 177.6348, acc_val: 0.0321, time:8.0607
Epoch: 15, loss_train: 149.8928, acc_train: 0.0076, loss_val: 136.4124, acc_val: 0.0066, time:8.0637
Epoch: 16, loss_train: 199.4225, acc_train: 0.0125, loss_val: 210.6721, acc_val: 0.0137, time:8.0953
Epoch: 17, loss_train: 199.8948, acc_train: 0.0208, loss_val: 243.6458, acc_val: 0.0216, time:8.1151
Epoch: 18, loss_train: 242.4031, acc_train: 0.0186, loss_val: 261.1076, acc_val: 0.0203, time:8.1289
Epoch: 19, loss_train: 134.0446, acc_train: 0.0092, loss_val: 181.5523, acc_val: 0.0101, time:8.3096
Epoch: 20, loss_train: 95.8563, acc_train: 0.0059, loss_val: 344.5289, acc_val: 0.0075, time:8.1250
Epoch: 21, loss_train: 77.7772, acc_train: 0.0052, loss_val: 68.4266, acc_val: 0.0057, time:8.0436
Epoch: 22, loss_train: 53.2976, acc_train: 0.0223, loss_val: 106.7190, acc_val: 0.0225, time:8.1306
Epoch: 23, loss_train: 45.4257, acc_train: 0.0680, loss_val: 60.0299, acc_val: 0.0683, time:8.1096
Epoch: 24, loss_train: 55.4472, acc_train: 0.0687, loss_val: 51.0161, acc_val: 0.0678, time:8.1263
Epoch: 25, loss_train: 73.2777, acc_train: 0.0695, loss_val: 40.5103, acc_val: 0.0700, time:8.0851
Epoch: 26, loss_train: 30.8359, acc_train: 0.0682, loss_val: 40.2284, acc_val: 0.0683, time:8.1397
Epoch: 27, loss_train: 65.7720, acc_train: 0.0681, loss_val: 41.0394, acc_val: 0.0683, time:8.1252
Epoch: 28, loss_train: 88.1241, acc_train: 0.0678, loss_val: 57.7398, acc_val: 0.0683, time:8.2295
Epoch: 29, loss_train: 29.5541, acc_train: 0.0680, loss_val: 31.3062, acc_val: 0.0674, time:8.2766
Epoch: 30, loss_train: 32.0612, acc_train: 0.0687, loss_val: 31.7189, acc_val: 0.0691, time:8.1704
Epoch: 31, loss_train: 56.2047, acc_train: 0.0675, loss_val: 55.3814, acc_val: 0.0683, time:8.0394
Epoch: 32, loss_train: 74.5789, acc_train: 0.0674, loss_val: 42.8578, acc_val: 0.0674, time:8.0891
Epoch: 33, loss_train: 88.9521, acc_train: 0.0681, loss_val: 28.8984, acc_val: 0.0687, time:8.0424
Epoch: 34, loss_train: 30.1188, acc_train: 0.0671, loss_val: 37.4992, acc_val: 0.0669, time:8.0096
Epoch: 35, loss_train: 29.6319, acc_train: 0.0689, loss_val: 51.8598, acc_val: 0.0687, time:8.1854
Epoch: 36, loss_train: 44.3839, acc_train: 0.0685, loss_val: 25.3575, acc_val: 0.0687, time:8.0079
Epoch: 37, loss_train: 52.6725, acc_train: 0.0684, loss_val: 71.3021, acc_val: 0.0691, time:8.0321
Epoch: 38, loss_train: 47.8701, acc_train: 0.0683, loss_val: 34.9360, acc_val: 0.0691, time:8.2283
Epoch: 39, loss_train: 24.2172, acc_train: 0.0681, loss_val: 23.9672, acc_val: 0.0683, time:8.1091
Epoch: 40, loss_train: 36.2885, acc_train: 0.0685, loss_val: 32.4379, acc_val: 0.0687, time:8.0788
Epoch: 41, loss_train: 35.1865, acc_train: 0.0685, loss_val: 36.3754, acc_val: 0.0683, time:8.1733
Epoch: 42, loss_train: 28.3070, acc_train: 0.0685, loss_val: 35.5255, acc_val: 0.0678, time:8.1941
Epoch: 43, loss_train: 42.3936, acc_train: 0.0679, loss_val: 59.4619, acc_val: 0.0696, time:8.1192
Epoch: 44, loss_train: 95.4166, acc_train: 0.0676, loss_val: 47.7821, acc_val: 0.0696, time:8.1046
Epoch: 45, loss_train: 46.4900, acc_train: 0.0669, loss_val: 33.5417, acc_val: 0.0696, time:8.0724
Epoch: 46, loss_train: 24.8662, acc_train: 0.0683, loss_val: 30.0046, acc_val: 0.0683, time:8.1707
Epoch: 47, loss_train: 23.9138, acc_train: 0.0679, loss_val: 24.4699, acc_val: 0.0678, time:8.1199
Epoch: 48, loss_train: 78.0374, acc_train: 0.0660, loss_val: 22.5083, acc_val: 0.0621, time:8.0990
Epoch: 49, loss_train: 88.6298, acc_train: 0.0648, loss_val: 23.0424, acc_val: 0.0661, time:8.0498
Epoch: 50, loss_train: 51.4298, acc_train: 0.0680, loss_val: 22.8837, acc_val: 0.0661, time:8.2550
Test set results: lost=19.8885 , accuracy= 0.0705
