Training the model
Epoch: 1, loss_train: 3.9911, acc_train: 0.0129, loss_val: 4.0053, acc_val: 0.0144, time:18.2373
Epoch: 2, loss_train: 2.8120, acc_train: 0.2558, loss_val: 2.8468, acc_val: 0.2633, time:18.2560
Epoch: 3, loss_train: 5.4943, acc_train: 0.1994, loss_val: 5.6202, acc_val: 0.1969, time:18.3425
Epoch: 4, loss_train: 7.8805, acc_train: 0.1798, loss_val: 8.0850, acc_val: 0.1718, time:18.3384
Epoch: 5, loss_train: 6.5995, acc_train: 0.0090, loss_val: 6.5909, acc_val: 0.0135, time:18.2467
Epoch: 6, loss_train: 4.5551, acc_train: 0.1900, loss_val: 4.6487, acc_val: 0.1764, time:18.0990
Epoch: 7, loss_train: 3.0974, acc_train: 0.2513, loss_val: 3.2081, acc_val: 0.2618, time:18.2194
Epoch: 8, loss_train: 4.0009, acc_train: 0.1995, loss_val: 4.1458, acc_val: 0.1969, time:18.2895
Epoch: 9, loss_train: 3.7370, acc_train: 0.2258, loss_val: 3.8352, acc_val: 0.2367, time:18.1660
Epoch: 10, loss_train: 4.4447, acc_train: 0.0768, loss_val: 4.6390, acc_val: 0.0732, time:18.1631
Epoch: 11, loss_train: 4.3803, acc_train: 0.0154, loss_val: 4.4489, acc_val: 0.0162, time:18.2419
Epoch: 12, loss_train: 4.2899, acc_train: 0.2558, loss_val: 4.3770, acc_val: 0.2633, time:18.1383
Epoch: 13, loss_train: 3.7144, acc_train: 0.1798, loss_val: 3.8700, acc_val: 0.1712, time:18.0767
Epoch: 14, loss_train: 3.9706, acc_train: 0.1897, loss_val: 4.1071, acc_val: 0.1773, time:18.0357
Epoch: 15, loss_train: 4.5322, acc_train: 0.1994, loss_val: 4.6329, acc_val: 0.1969, time:18.2117
Epoch: 16, loss_train: 3.6808, acc_train: 0.1713, loss_val: 3.7631, acc_val: 0.1641, time:18.0528
Epoch: 17, loss_train: 4.0996, acc_train: 0.2558, loss_val: 4.1668, acc_val: 0.2633, time:18.1646
Epoch: 18, loss_train: 3.2115, acc_train: 0.1992, loss_val: 3.3232, acc_val: 0.1901, time:18.0926
Epoch: 19, loss_train: 3.7383, acc_train: 0.1797, loss_val: 3.8859, acc_val: 0.1712, time:18.0239
Epoch: 20, loss_train: 3.1017, acc_train: 0.1800, loss_val: 3.2166, acc_val: 0.1712, time:18.0099
Epoch: 21, loss_train: 2.8039, acc_train: 0.2468, loss_val: 2.9232, acc_val: 0.2554, time:18.0489
Epoch: 22, loss_train: 3.1659, acc_train: 0.2175, loss_val: 3.2877, acc_val: 0.2192, time:18.0087
Epoch: 23, loss_train: 3.0970, acc_train: 0.2170, loss_val: 3.2341, acc_val: 0.2217, time:18.1232
Epoch: 24, loss_train: 2.9409, acc_train: 0.2056, loss_val: 3.0796, acc_val: 0.1932, time:18.0983
Epoch: 25, loss_train: 2.5606, acc_train: 0.2525, loss_val: 2.6899, acc_val: 0.2606, time:17.9899
Epoch: 26, loss_train: 2.5448, acc_train: 0.1819, loss_val: 2.6425, acc_val: 0.1758, time:17.9874
Epoch: 27, loss_train: 2.5954, acc_train: 0.1797, loss_val: 2.6750, acc_val: 0.1702, time:18.1976
Epoch: 28, loss_train: 2.4209, acc_train: 0.1909, loss_val: 2.4845, acc_val: 0.1908, time:18.1039
Epoch: 29, loss_train: 2.4531, acc_train: 0.1941, loss_val: 2.5167, acc_val: 0.1846, time:18.1692
Epoch: 30, loss_train: 2.3412, acc_train: 0.2290, loss_val: 2.4029, acc_val: 0.2257, time:18.2102
Epoch: 31, loss_train: 2.4000, acc_train: 0.2320, loss_val: 2.4549, acc_val: 0.2404, time:18.1821
Epoch: 32, loss_train: 2.3444, acc_train: 0.2539, loss_val: 2.3989, acc_val: 0.2627, time:18.1588
Epoch: 33, loss_train: 2.3082, acc_train: 0.2461, loss_val: 2.3659, acc_val: 0.2517, time:18.0730
Epoch: 34, loss_train: 2.2792, acc_train: 0.1832, loss_val: 2.3481, acc_val: 0.1709, time:18.1628
Epoch: 35, loss_train: 2.2573, acc_train: 0.1843, loss_val: 2.3202, acc_val: 0.1736, time:18.1145
Epoch: 36, loss_train: 2.2021, acc_train: 0.2048, loss_val: 2.2520, acc_val: 0.1904, time:18.0734
Epoch: 37, loss_train: 2.1955, acc_train: 0.2401, loss_val: 2.2386, acc_val: 0.2394, time:18.1037
Epoch: 38, loss_train: 2.1824, acc_train: 0.2458, loss_val: 2.2234, acc_val: 0.2511, time:17.9686
Epoch: 39, loss_train: 2.1237, acc_train: 0.2370, loss_val: 2.1649, acc_val: 0.2352, time:18.2761
Epoch: 40, loss_train: 2.1041, acc_train: 0.2094, loss_val: 2.1454, acc_val: 0.2183, time:17.9270
Epoch: 41, loss_train: 2.1295, acc_train: 0.1852, loss_val: 2.1687, acc_val: 0.1724, time:18.0114
Epoch: 42, loss_train: 2.1408, acc_train: 0.1875, loss_val: 2.1895, acc_val: 0.1788, time:18.6769
Epoch: 43, loss_train: 2.0813, acc_train: 0.2185, loss_val: 2.1256, acc_val: 0.2186, time:18.4130
Epoch: 44, loss_train: 2.0638, acc_train: 0.2372, loss_val: 2.1053, acc_val: 0.2413, time:19.1807
Epoch: 45, loss_train: 2.0843, acc_train: 0.2376, loss_val: 2.1232, acc_val: 0.2462, time:25.2367
Epoch: 46, loss_train: 2.0941, acc_train: 0.2364, loss_val: 2.1326, acc_val: 0.2373, time:26.4805
Epoch: 47, loss_train: 2.0882, acc_train: 0.2270, loss_val: 2.1324, acc_val: 0.2229, time:37.2089
Epoch: 48, loss_train: 2.0709, acc_train: 0.2327, loss_val: 2.1135, acc_val: 0.2312, time:32.8007
Epoch: 49, loss_train: 2.0702, acc_train: 0.2143, loss_val: 2.1130, acc_val: 0.2168, time:37.9966
Epoch: 50, loss_train: 2.0623, acc_train: 0.2221, loss_val: 2.0996, acc_val: 0.2281, time:57.6753
Test set results: lost=2.0364 , accuracy= 0.2497
