Training the model
Epoch: 1, loss_train: 3.6761, acc_train: 0.1658, loss_val: 3.6807, acc_val: 0.1620, time:11.4002
Epoch: 2, loss_train: 3.1601, acc_train: 0.6497, loss_val: 3.1207, acc_val: 0.6505, time:11.4328
Epoch: 3, loss_train: 4.5498, acc_train: 0.1310, loss_val: 4.5166, acc_val: 0.1355, time:11.4910
Epoch: 4, loss_train: 3.8417, acc_train: 0.0211, loss_val: 3.8533, acc_val: 0.0205, time:11.2512
Epoch: 5, loss_train: 1.6703, acc_train: 0.6497, loss_val: 1.6557, acc_val: 0.6505, time:11.3209
Epoch: 6, loss_train: 2.1504, acc_train: 0.1341, loss_val: 2.1063, acc_val: 0.1396, time:11.3537
Epoch: 7, loss_train: 2.5132, acc_train: 0.5626, loss_val: 2.5611, acc_val: 0.5625, time:11.4759
Epoch: 8, loss_train: 2.7706, acc_train: 0.6497, loss_val: 2.8022, acc_val: 0.6505, time:11.4239
Epoch: 9, loss_train: 2.7080, acc_train: 0.6497, loss_val: 2.7271, acc_val: 0.6505, time:11.3016
Epoch: 10, loss_train: 4.0688, acc_train: 0.1151, loss_val: 4.0563, acc_val: 0.1172, time:11.3084
Epoch: 11, loss_train: 2.6632, acc_train: 0.6495, loss_val: 2.6843, acc_val: 0.6505, time:11.3179
Epoch: 12, loss_train: 2.7223, acc_train: 0.6497, loss_val: 2.7077, acc_val: 0.6505, time:11.4173
Epoch: 13, loss_train: 2.4016, acc_train: 0.6497, loss_val: 2.3260, acc_val: 0.6505, time:11.2748
Epoch: 14, loss_train: 3.2038, acc_train: 0.1314, loss_val: 3.0749, acc_val: 0.1364, time:11.3784
Epoch: 15, loss_train: 2.1495, acc_train: 0.6471, loss_val: 2.0525, acc_val: 0.6487, time:11.2936
Epoch: 16, loss_train: 2.1188, acc_train: 0.6497, loss_val: 2.0563, acc_val: 0.6505, time:11.3884
Epoch: 17, loss_train: 1.9132, acc_train: 0.6497, loss_val: 1.8396, acc_val: 0.6505, time:11.2589
Epoch: 18, loss_train: 1.7571, acc_train: 0.6477, loss_val: 1.6923, acc_val: 0.6501, time:11.3892
Epoch: 19, loss_train: 1.7421, acc_train: 0.4102, loss_val: 1.6886, acc_val: 0.4174, time:11.3936
Epoch: 20, loss_train: 1.3863, acc_train: 0.6497, loss_val: 1.3593, acc_val: 0.6505, time:11.3143
Epoch: 21, loss_train: 1.3980, acc_train: 0.6497, loss_val: 1.3895, acc_val: 0.6505, time:11.3605
Epoch: 22, loss_train: 1.4724, acc_train: 0.6494, loss_val: 1.4812, acc_val: 0.6505, time:11.3745
Epoch: 23, loss_train: 1.5021, acc_train: 0.6490, loss_val: 1.5086, acc_val: 0.6505, time:11.3197
Epoch: 24, loss_train: 1.4124, acc_train: 0.6494, loss_val: 1.4067, acc_val: 0.6501, time:11.4332
Epoch: 25, loss_train: 1.3688, acc_train: 0.6497, loss_val: 1.3521, acc_val: 0.6505, time:11.2966
Epoch: 26, loss_train: 1.3795, acc_train: 0.6497, loss_val: 1.3514, acc_val: 0.6505, time:11.3217
Epoch: 27, loss_train: 1.4343, acc_train: 0.6493, loss_val: 1.4049, acc_val: 0.6501, time:11.3941
Epoch: 28, loss_train: 1.4406, acc_train: 0.6496, loss_val: 1.4078, acc_val: 0.6505, time:11.3692
Epoch: 29, loss_train: 1.4042, acc_train: 0.6497, loss_val: 1.3805, acc_val: 0.6505, time:11.3536
Epoch: 30, loss_train: 1.3814, acc_train: 0.6497, loss_val: 1.3530, acc_val: 0.6505, time:11.2352
Epoch: 31, loss_train: 1.3705, acc_train: 0.6496, loss_val: 1.3462, acc_val: 0.6505, time:11.3170
Epoch: 32, loss_train: 1.3260, acc_train: 0.6497, loss_val: 1.3044, acc_val: 0.6505, time:11.3309
Epoch: 33, loss_train: 1.3016, acc_train: 0.6497, loss_val: 1.2923, acc_val: 0.6505, time:11.4562
