Training the model
Training the model
Epoch: 1, loss_train: 4.8090, acc_train: 0.0000, loss_val: 4.8107, acc_val: 0.0000, time:8.5358
Epoch: 2, loss_train: 4.3187, acc_train: 0.2406, loss_val: 4.3144, acc_val: 0.2391, time:8.4900
Epoch: 3, loss_train: 4.3415, acc_train: 0.1160, loss_val: 4.3220, acc_val: 0.1167, time:8.6021
Epoch: 4, loss_train: 5.3181, acc_train: 0.0663, loss_val: 5.3165, acc_val: 0.0616, time:9.0334
Epoch: 5, loss_train: 4.5708, acc_train: 0.0383, loss_val: 4.5423, acc_val: 0.0326, time:9.3933
Epoch: 6, loss_train: 9.0129, acc_train: 0.2406, loss_val: 9.0182, acc_val: 0.2391, time:9.0846
Epoch: 7, loss_train: 5.6161, acc_train: 0.0626, loss_val: 5.5927, acc_val: 0.0669, time:8.4670
Epoch: 8, loss_train: 4.6679, acc_train: 0.0884, loss_val: 4.6920, acc_val: 0.0850, time:8.5535
Epoch: 9, loss_train: 3.3813, acc_train: 0.2390, loss_val: 3.3936, acc_val: 0.2382, time:8.4855
Epoch: 10, loss_train: 3.3031, acc_train: 0.2220, loss_val: 3.3113, acc_val: 0.2193, time:9.3111
Epoch: 11, loss_train: 4.4581, acc_train: 0.1045, loss_val: 4.4822, acc_val: 0.1083, time:8.6916
Epoch: 12, loss_train: 3.3463, acc_train: 0.1945, loss_val: 3.3587, acc_val: 0.1867, time:8.5182
Epoch: 13, loss_train: 3.2925, acc_train: 0.0634, loss_val: 3.2996, acc_val: 0.0568, time:8.6580
Epoch: 14, loss_train: 2.9554, acc_train: 0.2162, loss_val: 2.9504, acc_val: 0.2215, time:8.4241
Epoch: 15, loss_train: 2.9423, acc_train: 0.1182, loss_val: 2.9361, acc_val: 0.1189, time:8.8269
Epoch: 16, loss_train: 3.0534, acc_train: 0.0871, loss_val: 3.0340, acc_val: 0.0863, time:8.5391
Epoch: 17, loss_train: 3.1778, acc_train: 0.1588, loss_val: 3.1690, acc_val: 0.1678, time:8.5896
Epoch: 18, loss_train: 3.1595, acc_train: 0.2396, loss_val: 3.1493, acc_val: 0.2369, time:9.9003
Epoch: 19, loss_train: 2.9409, acc_train: 0.2271, loss_val: 2.9313, acc_val: 0.2277, time:8.9054
Epoch: 20, loss_train: 3.0817, acc_train: 0.0570, loss_val: 3.0561, acc_val: 0.0581, time:9.3704
Epoch: 21, loss_train: 2.8543, acc_train: 0.1055, loss_val: 2.8184, acc_val: 0.0995, time:8.5749
Epoch: 22, loss_train: 2.8223, acc_train: 0.2037, loss_val: 2.7992, acc_val: 0.2048, time:9.0071
Epoch: 23, loss_train: 2.8568, acc_train: 0.2273, loss_val: 2.8449, acc_val: 0.2259, time:8.4587
Epoch: 24, loss_train: 2.7957, acc_train: 0.2137, loss_val: 2.7956, acc_val: 0.2166, time:8.4126
Epoch: 25, loss_train: 2.6916, acc_train: 0.1957, loss_val: 2.6952, acc_val: 0.1990, time:8.3466
