Training the model
Epoch: 1, loss_train: 4.2187, acc_train: 0.0008, loss_val: 4.2149, acc_val: 0.0000, time:9.1571
Epoch: 2, loss_train: 4.9437, acc_train: 0.1010, loss_val: 4.9224, acc_val: 0.1061, time:9.0166
Epoch: 3, loss_train: 5.2533, acc_train: 0.1280, loss_val: 5.3993, acc_val: 0.1104, time:8.4838
Epoch: 4, loss_train: 6.9378, acc_train: 0.0954, loss_val: 7.0294, acc_val: 0.0834, time:8.4565
Epoch: 5, loss_train: 5.6812, acc_train: 0.0912, loss_val: 5.7275, acc_val: 0.0940, time:8.9740
Epoch: 6, loss_train: 8.3201, acc_train: 0.1478, loss_val: 8.3728, acc_val: 0.1466, time:8.4985
Epoch: 7, loss_train: 6.2618, acc_train: 0.1360, loss_val: 6.3790, acc_val: 0.1201, time:8.8033
Epoch: 8, loss_train: 6.3178, acc_train: 0.0179, loss_val: 6.3358, acc_val: 0.0164, time:9.3083
Epoch: 9, loss_train: 5.0876, acc_train: 0.0925, loss_val: 5.0001, acc_val: 0.0993, time:9.5416
Epoch: 10, loss_train: 4.1616, acc_train: 0.0821, loss_val: 4.0566, acc_val: 0.0902, time:9.4479
Epoch: 11, loss_train: 4.7731, acc_train: 0.1342, loss_val: 4.6538, acc_val: 0.1355, time:9.2962
Epoch: 12, loss_train: 4.4400, acc_train: 0.1468, loss_val: 4.3514, acc_val: 0.1456, time:8.6926
Epoch: 13, loss_train: 4.0218, acc_train: 0.1408, loss_val: 3.9464, acc_val: 0.1369, time:8.7112
Epoch: 14, loss_train: 4.0526, acc_train: 0.0963, loss_val: 4.0039, acc_val: 0.1017, time:8.8213
Epoch: 15, loss_train: 3.7198, acc_train: 0.1097, loss_val: 3.6623, acc_val: 0.1119, time:8.8130
Epoch: 16, loss_train: 2.9630, acc_train: 0.0960, loss_val: 2.9459, acc_val: 0.0921, time:8.6936
Epoch: 17, loss_train: 2.9239, acc_train: 0.1414, loss_val: 2.9477, acc_val: 0.1249, time:8.8632
Epoch: 18, loss_train: 3.2798, acc_train: 0.1351, loss_val: 3.2953, acc_val: 0.1220, time:8.6677
Epoch: 19, loss_train: 3.2638, acc_train: 0.1093, loss_val: 3.2938, acc_val: 0.1070, time:9.3107
Epoch: 20, loss_train: 3.0615, acc_train: 0.1042, loss_val: 3.0998, acc_val: 0.1157, time:11.5259
Epoch: 21, loss_train: 3.0452, acc_train: 0.1311, loss_val: 3.1084, acc_val: 0.1225, time:9.9697
Epoch: 22, loss_train: 2.9672, acc_train: 0.1454, loss_val: 3.0244, acc_val: 0.1355, time:8.7202
Epoch: 23, loss_train: 2.7910, acc_train: 0.1440, loss_val: 2.8153, acc_val: 0.1403, time:10.0487
Epoch: 24, loss_train: 2.9387, acc_train: 0.0909, loss_val: 2.9315, acc_val: 0.0935, time:13.8073
Epoch: 25, loss_train: 2.7418, acc_train: 0.0902, loss_val: 2.7226, acc_val: 0.0921, time:9.1806
Epoch: 26, loss_train: 2.9486, acc_train: 0.1362, loss_val: 2.9632, acc_val: 0.1201, time:9.6693
Epoch: 27, loss_train: 2.8295, acc_train: 0.1107, loss_val: 2.8358, acc_val: 0.1099, time:9.4331
Epoch: 28, loss_train: 2.8673, acc_train: 0.1106, loss_val: 2.8529, acc_val: 0.1162, time:8.9710
Epoch: 29, loss_train: 2.7126, acc_train: 0.1449, loss_val: 2.7169, acc_val: 0.1408, time:9.2703
Epoch: 30, loss_train: 2.7468, acc_train: 0.1426, loss_val: 2.7768, acc_val: 0.1374, time:9.3752
Epoch: 31, loss_train: 2.6798, acc_train: 0.1317, loss_val: 2.7092, acc_val: 0.1302, time:9.6536
Epoch: 32, loss_train: 2.6408, acc_train: 0.0879, loss_val: 2.6537, acc_val: 0.0906, time:9.7119
Epoch: 33, loss_train: 2.6740, acc_train: 0.0977, loss_val: 2.6715, acc_val: 0.1003, time:9.7245
Epoch: 34, loss_train: 2.6308, acc_train: 0.1187, loss_val: 2.6228, acc_val: 0.1138, time:9.7421
Epoch: 35, loss_train: 2.6064, acc_train: 0.1071, loss_val: 2.6270, acc_val: 0.1085, time:9.9645
Epoch: 36, loss_train: 2.6005, acc_train: 0.1399, loss_val: 2.6303, acc_val: 0.1307, time:8.7790
Epoch: 37, loss_train: 2.6884, acc_train: 0.1499, loss_val: 2.7077, acc_val: 0.1408, time:9.2502
Epoch: 38, loss_train: 2.6446, acc_train: 0.1433, loss_val: 2.6773, acc_val: 0.1422, time:9.0644
Epoch: 39, loss_train: 2.5644, acc_train: 0.1377, loss_val: 2.5859, acc_val: 0.1393, time:8.9489
Epoch: 40, loss_train: 2.5514, acc_train: 0.1244, loss_val: 2.5757, acc_val: 0.1123, time:8.8366
Epoch: 41, loss_train: 2.5703, acc_train: 0.1146, loss_val: 2.5807, acc_val: 0.1027, time:8.9829
Epoch: 42, loss_train: 2.5941, acc_train: 0.1171, loss_val: 2.6084, acc_val: 0.1061, time:10.2935
Epoch: 43, loss_train: 2.5735, acc_train: 0.1367, loss_val: 2.5925, acc_val: 0.1210, time:9.6436
Epoch: 44, loss_train: 2.5378, acc_train: 0.1359, loss_val: 2.5425, acc_val: 0.1307, time:9.5985
Epoch: 45, loss_train: 2.5517, acc_train: 0.1421, loss_val: 2.5637, acc_val: 0.1408, time:8.8221
Epoch: 46, loss_train: 2.5832, acc_train: 0.1384, loss_val: 2.5949, acc_val: 0.1297, time:8.4298
Epoch: 47, loss_train: 2.5547, acc_train: 0.1386, loss_val: 2.5733, acc_val: 0.1316, time:8.5575
Epoch: 48, loss_train: 2.5342, acc_train: 0.1252, loss_val: 2.5432, acc_val: 0.1191, time:8.4306
Epoch: 49, loss_train: 2.5491, acc_train: 0.1251, loss_val: 2.5525, acc_val: 0.1128, time:9.0771
Epoch: 50, loss_train: 2.5453, acc_train: 0.1233, loss_val: 2.5510, acc_val: 0.1220, time:9.2721
Test set results: lost=2.4923 , accuracy= 0.1423
